20283	0.25	18	2	63.80
19925	0.25	18	2	63.80
20164	0.25	18	2	63.80
29953	0.39	30	2	63.80
28397	0.39	30	2	63.80
28178	0.39	30	2	63.80
39536	0.56	36	2	63.80
37845	0.56	36	2	63.80
37964	0.56	36	2	63.80
47216	0.77	42	2	63.80
48846	0.77	42	2	63.80
48846	0.77	42	2	63.80
57707	1.00	48	2	63.80
56911	1.00	48	2	63.80
59693	1.00	48	2	63.80
64454	1.27	54	2	63.80
64733	1.27	54	2	63.80
67523	1.27	54	2	63.80
18040	0.25	18	2	41.23
16582	0.25	18	2	41.23
15805	0.25	18	2	41.23
21565	0.39	30	2	41.23
23852	0.39	30	2	41.23
31608	0.56	36	2	41.23
31310	0.56	36	2	41.23
27979	0.56	36	2	41.23
32944	0.56	36	3	41.23
31725	0.56	36	3	41.23
34864	0.56	36	3	41.23
39543	0.77	42	2	41.23
34215	0.77	42	2	41.23
37410	0.77	42	2	41.23
45271	0.77	42	3	41.23
43395	0.77	42	3	41.23
44045	0.77	42	3	41.23
34261	1.00	48	3	41.23
43146	1.00	48	3	41.23
37787	1.00	48	3	41.23
50699	1.00	64	2	41.23
52343	1.00	64	2	41.23
53996	1.27	54	3	41.23
50155	1.27	54	3	41.23
38329	1.27	54	3	41.23
49200	1.27	72	2	41.23
61120	1.27	72	2	41.23
58643	1.27	72	2	41.23
49942	0.77	42	3.4	56.88
46612	0.77	42	3.4	56.88
38289	0.77	42	3.4	56.88
50892	0.77	42	3.4	56.88
49734	0.77	42	3.4	56.88
50150	0.77	42	3.4	56.88
53271	0.77	67	3.4	56.88
53063	0.77	67	3.4	56.88
51814	0.77	67	3.4	56.88
51919	0.77	74	3.4	56.88
52231	0.77	74	3.4	56.88
49942	0.77	74	3.4	56.88
49942	1.00	48	3.3	56.88
59722	1.00	48	3.3	56.88
57225	1.00	48	3.3	56.88
63051	1.00	88	3.3	56.88
62635	1.00	88	3.3	56.88
62531	1.00	88	3.3	56.88
79548	1.00	98	3.3	56.88
81524	1.00	98	3.3	56.88
80471	1.00	98	3.3	56.88
67629	1.27	54	3.2	56.88
65756	1.27	54	3.2	56.88
69814	1.27	54	3.2	56.88
77305	1.27	114	3.2	56.88
74912	1.27	114	3.2	56.88
77201	1.27	114	3.2	56.88
75329	1.27	127	3.2	56.88
75849	1.27	127	3.2	56.88
75849	1.27	127	3.2	56.88
30964	0.39	20	3.5	53.39
27297	0.39	20	3.5	53.39
31168	0.39	20	3.5	53.39
15285	0.25	15	1.3	65.65
15580	0.25	15	1.3	65.65
14688	0.25	15	1.3	65.65
15581	0.25	18	1	65.65
15376	0.25	18	1	65.65
15451	0.25	18	1	65.65
16692	0.25	18	1.3	65.65
16742	0.25	18	1.3	65.65
16580	0.25	18	1.3	65.65
80524	0.25	15	1.5	80.06
78288	0.25	15	1.5	80.06
86716	0.25	15	1.5	80.06
92749	0.25	18	1.5	80.06
94975	0.25	18	1.5	80.06
85645	0.25	18	1.5	80.06
81414	0.39	25	2	80.06
87381	0.39	25	2	80.06
81551	0.39	25	2	80.06
79827	0.39	30	1.5	80.06
74722	0.39	30	1.5	80.06
80402	0.39	30	1.5	80.06
89175	0.56	30	2	80.06
80868	0.56	36	2	80.06
89346	0.56	36	2	80.06
82695	0.56	36	2.4	80.06
85997	0.56	36	2.4	80.06
83965	0.56	36	2.4	80.06
74868	0.77	36	2	80.06
78086	0.77	42	2	80.06
75496	0.77	42	2	80.06
75718	0.77	42	2.4	80.06
80852	0.77	42	2.4	80.06
75524	0.77	42	2.4	80.06
27297	0.39	20	5.5	46.69
24751	0.39	20	5.5	46.69
24343	0.39	20	5.5	46.69
29945	0.39	20	5.5	46.69
28519	0.39	20	5.5	46.69
29844	0.39	20	5.5	46.69
40335	0.56	23	5.4	46.69
41557	0.56	23	5.4	46.69
41557	0.56	23	5.4	46.69
41149	0.56	36	5.4	46.69
41659	0.56	36	5.4	46.69
41557	0.56	36	5.4	46.69
50113	0.77	32	5.4	46.69
52659	0.77	32	5.4	46.69
48585	0.77	32	5.4	46.69
57446	0.77	50	5.4	46.69
51539	0.77	50	5.4	46.69
51946	0.77	50	5.4	46.69
56428	0.77	67	5.4	46.69
56631	0.77	67	5.4	46.69
56835	0.77	67	5.4	46.69
56631	1.00	45	5.3	46.69
57446	1.00	45	5.3	46.69
55715	1.00	45	5.3	46.69
59687	1.00	71	5.3	46.69
61113	1.00	71	5.3	46.69
63965	1.00	71	5.3	46.69
9800	0.25	11.5	1.5	66.33
10700	0.25	11.5	1.8	66.33
13200	0.25	15.5	1.8	66.33
12900	0.25	15.5	1.5	66.33
12300	0.25	19.5	1.5	66.33
13100	0.25	19.5	1.8	66.33
21900	0.56	27.5	1.75	57.79
22400	0.56	27.5	1.75	57.79
26200	0.56	35.5	1.5	57.79
25400	0.56	35.5	1.625	57.79
14200	0.25	11.5	2.8	61.40
14600	0.25	11.5	2.8	61.40
18000	0.25	15.5	2.8	61.40
17500	0.25	15.5	2.8	61.40
20900	0.25	19.5	2.8	61.40
20800	0.25	19.5	2.8	61.40
21800	0.56	19.5	2.5	46.15
21200	0.56	19.5	2.75	46.15
28000	0.56	27.5	2.75	46.15
28000	0.56	27.5	2.75	46.15
29000	0.56	35.5	2.5	51.96
29200	0.56	35.5	2.25	51.96
19900	0.25	11.5	4	46.15
19700	0.25	11.5	3.5	58.82
19500	0.25	15.5	3.5	46.15
15700	0.25	15.5	3.75	46.15
12800	0.25	19.5	3.5	46.15
28200	0.25	19.5	3.5	46.15
28000	0.56	19.5	3.75	46.15
31700	0.56	19.5	3.5	46.15
30800	0.56	27.5	3.75	57.79
31600	0.56	27.5	3.75	57.79
33800	0.56	35.5	3.5	57.79
44000	1.00	31.5	3.75	57.79
42800	1.00	31.5	3.5	18.44
48600	1.00	39.5	3.5	54.77
50800	1.00	39.5	3.75	54.77
48100	1.00	39.5	3.5	58.82
50800	1.00	47.5	3.5	58.82
51300	1.00	47.5	3.8	58.82
80200	1.99	71.5	4	58.82
77800	1.99	71.5	3.5	58.82
29000	0.56	19.5	4	46.15
28800	0.56	19.5	4	46.15
32700	0.56	27.5	4	57.79
33000	0.56	27.5	4	57.79
34200	0.56	35.5	4	57.79
34900	0.56	35.5	4	57.79
48200	1.00	31.5	4	56.75
48800	1.00	31.5	4	56.75
56800	1.00	47.5	4	43.59
53600	1.00	47.5	4.5	43.59
71200	1.99	47.5	3.8	66.33
67500	1.99	47.5	1.2	66.33
76900	1.99	59.5	4	56.75
82400	1.99	59.5	3.5	56.75
91900	1.99	71.5	4	43.59
91000	1.99	71.5	4	56.75
28800	0.56	19.5	3.75	46.15
28400	0.56	19.5	3.75	46.15
33900	0.56	27.5	3.375	57.79
33300	0.56	27.5	4	57.79
42500	0.56	35.5	4.25	54.77
36700	0.56	35.5	4	57.79
47000	1.00	31.5	3.8	56.75
46600	1.00	31.5	3.8	56.75
53200	1.00	39.5	4.3	43.59
52200	1.00	39.5	4	43.59
56100	1.00	47.5	4	43.59
53100	1.00	47.5	4.3	43.59
65900	1.99	47.5	3.5	56.75
70000	1.99	47.5	3.8	56.75
74300	1.99	71.5	4	43.59
90700	1.99	71.5	4	56.75
11400	0.25	11.5	1.8	69.07
10400	0.25	11.5	1.8	69.07
14500	0.25	15.5	1.5	69.07
14600	0.25	15.5	1.8	69.07
14500	0.25	19.5	1.8	69.07
14300	0.25	19.5	1.8	69.07
25400	0.56	27.5	1.25	58.74
19200	0.56	27.5	1.5	58.74
26700	0.56	35.5	1.25	58.65
27100	0.56	35.5	1.75	58.65
